nid,ngram,dm_to_dm, d_to_dm, dm_to_d, d_to_d, ngram_occur_num,total_paper_num, meme_score
6157,great potential digital,0,12,2,28313,2,28325,0.0
6158,photochromism phenomenon turning,0,0,1,28325,1,28325,0.0
6159,enhancing,24,750,223,27575,268,28325,0.036798953573734326
6160,stimulus electric-field,0,0,1,28325,1,28325,0.0
6161,electric-field stimulation,0,0,1,28325,1,28325,0.0
6162,photochromic reactions developed,0,0,1,28325,1,28325,0.0
6163,12.5 kv/cm min,0,0,1,28325,1,28325,0.0
6164,gray color,0,5,2,28320,2,28325,0.0
6165,200 degrees min,0,0,1,28325,1,28325,0.0
6166,partly,0,95,38,28230,47,28325,0.0
6167,enhancing factor,0,0,1,28325,1,28325,0.0
6168,k0.5na0.5nbo3 ferroelectrics,0,0,1,28325,1,28325,0.0
6169,electric-field showing enhancing,0,0,1,28325,1,28325,0.0
6170,turning pale yellow,0,0,1,28325,1,28325,0.0
6171,color eliminated heat,0,0,1,28325,1,28325,0.0
6172,digital memory optoelectronic,0,0,1,28325,1,28325,0.0
6173,200,56,1374,382,26951,534,28325,0.053676961015936143
6174,partly removed,0,0,1,28325,1,28325,0.0
6175,ceramics exhibit,3,8,2,28317,6,28325,0.32721495627056085
6176,removed electric,0,0,1,28325,1,28325,0.0
6177,developed novel material,0,0,1,28325,1,28325,0.0
6178,ceramics applying electric-field,0,0,1,28325,1,28325,0.0
6179,co-doped,16,107,67,28218,94,28325,0.19460750793778153
6180,reversible up-conversion,0,0,1,28325,1,28325,0.0
6181,irradiation electric-field,0,0,1,28325,1,28325,0.0
6182,electric-field stimulus based,0,0,1,28325,1,28325,0.0
6183,treatment,159,1551,534,26774,812,28325,0.14625807512285788
6184,uc,11,27,11,28298,31,28325,0.8112168284789644
6185,stimulation,14,78,30,28247,55,28325,0.2873030920495861
6186,material er3+/yb3+ co-doped,0,0,1,28325,1,28325,0.0
6187,phenomenon turning pale,0,0,1,28325,1,28325,0.0
6188,heat treatment,10,165,54,28160,79,28325,0.08202607873021771
6189,irradiation ceramics,0,0,1,28325,1,28325,0.0
6190,turning,7,186,34,28139,44,28325,0.043759487642982785
6191,co-doped k0.5na0.5nbo3 ferroelectrics,0,0,1,28325,1,28325,0.0
6192,96,3,100,28,28225,35,28325,0.032771820749770086
6193,material er3+/yb3+,0,0,1,28325,1,28325,0.0
6194,enhancing factor 120,0,0,1,28325,1,28325,0.0
6195,significant photochromism,0,0,1,28325,1,28325,0.0
6196,photochromism phenomenon,0,0,1,28325,1,28325,0.0
6197,developed ferroelectrics large,0,0,1,28325,1,28325,0.0
6198,treatment partly removed,0,0,1,28325,1,28325,0.0
6199,removed,6,256,92,28069,123,28325,0.029725996965649495
6200,phenomenon turning,0,0,1,28325,1,28325,0.0
6201,min thermal,0,0,2,28325,2,28325,0.0
6202,er3+/yb3+,0,0,2,28325,2,28325,0.0
6203,stimulus electric-field great,0,0,1,28325,1,28325,0.0
6204,ceramics applying,0,0,1,28325,1,28325,0.0
6205,irradiation min thermal,0,0,1,28325,1,28325,0.0
6206,irradiated ceramics,0,0,1,28325,1,28325,0.0
6207,390-nm,0,2,2,28323,2,28325,0.0
6208,potential digital,0,41,3,28284,3,28325,0.0
6209,memory optoelectronic,0,1,5,28324,5,28325,0.0
6210,novel material er3+/yb3+,0,0,1,28325,1,28325,0.0
6211,visible light irradiation,1,92,26,28233,31,28325,0.011216912842412817
6212,modulation thermal electric-field,0,0,1,28325,1,28325,0.0
6213,significant photochromism phenomenon,0,0,1,28325,1,28325,0.0
6214,removed electric field,0,0,1,28325,1,28325,0.0
6215,reversible photoluminescence modulation,0,0,1,28325,1,28325,0.0
6216,min,26,524,190,27801,261,28325,0.06549125191712084
6217,ferroelectrics large,0,0,1,28325,1,28325,0.0
6218,heat treatment partly,0,0,1,28325,1,28325,0.0
6219,large modulation,0,98,17,28227,18,28325,0.0
6220,color eliminated,0,0,1,28325,1,28325,0.0
6221,120 390-nm light,0,0,1,28325,1,28325,0.0
6222,optoelectronic device applications,53,1180,223,27145,321,28325,0.06098957966036157
6223,ratio 96,0,0,1,28325,1,28325,0.0
6224,applying,38,832,288,27493,381,28325,0.057840056486330345
6225,addition uc,0,0,1,28325,1,28325,0.0
6226,novel material,0,78,20,28247,22,28325,0.0
6227,photoluminescence modulation in-situ,0,0,1,28325,1,28325,0.0
6228,treatment 200,0,4,4,28321,5,28325,0.0
6229,12.5 kv/cm,0,0,1,28325,1,28325,0.0
6230,electric-field showing,0,0,1,28325,1,28325,0.0
6231,digital memory,0,1,3,28324,3,28325,0.0
6232,thermal electric-field stimulus,0,0,1,28325,1,28325,0.0
6233,developed ferroelectrics,0,0,1,28325,1,28325,0.0
6234,thermal treatment,6,157,70,28168,89,28325,0.04547060779358957
6235,irradiated ceramics applying,0,0,1,28325,1,28325,0.0
6236,great potential,117,1405,339,26920,491,28325,0.11339453532456069
6237,color,138,1139,264,27186,473,28325,0.20548786412543124
6238,degrees,646,3539,1213,24786,2203,28325,0.2891704909264342
6239,120,5,347,123,27978,152,28325,0.017024262838409854
6240,light irradiation,10,249,72,28076,92,28325,0.0482544912836175
6241,electric field,89,901,357,27424,513,28325,0.135845366088933
6242,390-nm light,0,0,1,28325,1,28325,0.0
6243,light irradiated,0,0,3,28325,3,28325,0.0
6244,digital,113,1162,228,27163,424,28325,0.17075057413762437
6245,ceramics,13,78,36,28247,61,28325,0.2503641230717822
6246,based photochromic reactions,1,1,1,28324,2,28325,0.12500882612533099
6247,ceramics exhibit significant,0,0,1,28325,1,28325,0.0
6248,eliminated heat,0,0,1,28325,1,28325,0.0
6249,modulation thermal,0,7,2,28318,2,28325,0.0
6250,irradiation electric-field showing,0,0,1,28325,1,28325,0.0
6251,alternating light,0,0,1,28325,1,28325,0.0
6252,ferroelectrics large reversible,0,0,1,28325,1,28325,0.0
6253,turning pale,0,0,1,28325,1,28325,0.0
6254,stimulation 12.5 kv/cm,0,0,1,28325,1,28325,0.0
6255,phenomenon,31,701,249,27624,316,28325,0.053856656178478776
6256,modulation ratio,0,1,3,28324,3,28325,0.0
6257,modulation in-situ operated,0,0,1,28325,1,28325,0.0
6258,exhibit significant,0,125,26,28200,30,28325,0.0
6259,photoluminescence modulation thermal,0,0,1,28325,1,28325,0.0
6260,large reversible up-conversion,0,0,1,28325,1,28325,0.0
6261,alternating light irradiation,0,0,1,28325,1,28325,0.0
6262,memory,78,842,166,27483,284,28325,0.15052587235823864
6263,light irradiation ceramics,0,0,1,28325,1,28325,0.0
6264,thermal treatment 200,0,1,2,28324,2,28325,0.0
6265,co-doped k0.5na0.5nbo3,0,0,1,28325,1,28325,0.0
6266,uc photoluminescence modulation,0,0,1,28325,1,28325,0.0
6267,kv/cm min,0,0,1,28325,1,28325,0.0
6268,electric-field stimulus,0,0,1,28325,1,28325,0.0
6269,factor 120,0,1,1,28324,2,28325,0.0
6270,reactions developed,0,0,2,28325,2,28325,0.0
6271,gray color eliminated,0,0,1,28325,1,28325,0.0
6272,partly removed electric,0,0,1,28325,1,28325,0.0
6273,stimulus based,0,0,1,28325,1,28325,0.0
6274,reversible photoluminescence,0,0,1,28325,1,28325,0.0
6275,based photochromic,1,2,3,28323,4,28325,0.13333804060017654
6276,modulation in-situ,0,0,1,28325,1,28325,0.0
6277,12.5,2,86,29,28239,39,28325,0.027307387169392187
6278,gray,5,68,23,28257,33,28325,0.08917733435715114
6279,operated alternating,0,0,1,28325,1,28325,0.0
6280,addition uc photoluminescence,0,0,1,28325,1,28325,0.0
6281,stimulation 12.5,0,0,1,28325,1,28325,0.0
6282,potential digital memory,0,0,1,28325,1,28325,0.0
6283,reactions developed novel,0,0,1,28325,1,28325,0.0
6284,photochromic reactions,3,4,1,28321,4,28325,0.4285562980708611
6285,degrees min,0,53,19,28272,21,28325,0.0
6286,thermal electric-field,0,0,1,28325,1,28325,0.0
6287,degrees min ceramics,0,0,1,28325,1,28325,0.0
6288,eliminated,0,149,48,28176,56,28325,0.0
6289,electric-field great potential,0,0,1,28325,1,28325,0.0
6290,120 390-nm,0,0,1,28325,1,28325,0.0
6291,stimulus based photochromic,0,0,1,28325,1,28325,0.0
6292,in-situ operated,0,0,1,28325,1,28325,0.0
6293,light irradiation min,0,0,1,28325,1,28325,0.0
6294,irradiation ceramics exhibit,0,0,1,28325,1,28325,0.0
6295,uc photoluminescence,0,6,4,28319,5,28325,0.0
6296,er3+/yb3+ co-doped k0.5na0.5nbo3,0,0,1,28325,1,28325,0.0
6297,large modulation ratio,0,0,1,28325,1,28325,0.0
6298,modulation ratio 96,0,0,1,28325,1,28325,0.0
6299,showing,50,1430,375,26895,480,28325,0.042074922257037316
6300,antimony,21,187,32,28138,66,28325,0.20706714358712314
6301,modified,144,1568,520,26757,761,28325,0.1260043288665734
6304,nebulizer,2,8,4,28317,7,28325,0.18178608681697828
6305,doped tin,9,81,29,28244,46,28325,0.1535937302988274
6307,antimony doped tin,2,42,2,28283,7,28325,0.062136549965676184
6308,modified spray pyrolysis,0,0,1,28325,1,28325,0.0
6312,using nebulizer,0,1,3,28324,3,28325,0.0
6313,antimony doped,3,43,2,28282,8,28325,0.10420046816838711
6315,technique using nebulizer,0,0,1,28325,1,28325,0.0
6317,inexpensive,24,907,147,27418,191,28325,0.03251062568499462
6318,technique using,5,182,62,28143,84,28325,0.03470651206573536
6319,tin,290,1476,375,26849,772,28325,0.37963132819405426
6320,disulfide films,0,0,4,28325,4,28325,0.0
6321,modified spray,0,0,1,28325,1,28325,0.0
6322,tin disulfide,1,5,4,28320,5,28325,0.08927940991047786
6323,pyrolysis technique using,1,21,3,28304,5,28325,0.03470015690889477
6324,disulfide,111,821,92,27504,207,28325,0.2850465678459338
6326,different antimony doping,0,0,1,28325,1,28325,0.0
6327,peaks,94,1337,492,26988,681,28325,0.09196318942876885
6328,at. starts,0,0,1,28325,1,28325,0.0
6329,sb doped,2,20,7,28305,11,28325,0.09559476572393415
6330,sns2,12,93,22,28232,39,28325,0.19438040600176523
6331,xrd analysis showed,1,30,8,28295,11,28325,0.0302741448019471
6332,gradually increase,0,26,6,28299,7,28325,0.0
6333,increase sb doping,0,11,1,28314,2,28325,0.0
6334,sns2 antimony sb,0,0,1,28325,1,28325,0.0
6335,resistivity,323,1230,276,27095,725,28325,0.651239252194962
6336,concentration reaching,0,0,1,28325,1,28325,0.0
6337,raman spectra,22,301,125,28024,169,28325,0.09454368532830863
6338,value sns2 film,0,0,1,28325,1,28325,0.0
6339,sb doping,2,28,6,28297,11,28325,0.0787834499077844
6340,presence expected elements,0,0,2,28325,2,28325,0.0
6341,achieved at.,0,2,1,28323,2,28325,0.0
6342,sulfur antimony,0,0,1,28325,1,28325,0.0
6343,concentration reaching minimum,0,0,1,28325,1,28325,0.0
6344,structure 001 preferential,0,0,1,28325,1,28325,0.0
6345,hexagonal structure,4,144,47,28181,66,28325,0.0357395680602338
6346,doping causes,0,5,2,28320,2,28325,0.0
6347,having hexagonal structure,0,0,2,28325,2,28325,0.0
6348,2.55 ev at.,0,0,1,28325,1,28325,0.0
6349,film decreases gradually,0,0,1,28325,1,28325,0.0
6350,depicted intensity emission,0,0,1,28325,1,28325,0.0
6351,carrier concentration,75,713,203,27612,336,28325,0.16656947891680077
6352,films broad peak,0,0,1,28325,1,28325,0.0
6353,study shows,3,202,100,28123,107,28325,0.015095656346669636
6354,exposed sns2 films,0,0,1,28325,1,28325,0.0
6355,peaks significantly varied,0,0,1,28325,1,28325,0.0
6356,at. sns2 sb,0,0,1,28325,1,28325,0.0
6357,optical study,2,36,20,28289,24,28325,0.053449361950839366
6358,causes remarkable,0,2,3,28323,3,28325,0.0
6359,gradually,16,446,150,27879,188,28325,0.0431016667188934
6360,broad peak,0,6,15,28319,15,28325,0.0
6361,product appropriate,0,0,1,28325,1,28325,0.0
6362,sem photographs,1,1,2,28324,4,28325,0.20001412180052955
6363,final,27,582,189,27743,255,28325,0.060045064159141834
6364,minimum band gap,1,11,3,28314,5,28325,0.05950699785651241
6365,sulfur antimony final,0,0,1,28325,1,28325,0.0
6366,edax analysis clearly,0,0,1,28325,1,28325,0.0
6367,antimony sb doped,0,1,2,28324,2,28325,0.0
6368,cm -1,107,1356,284,26969,456,28325,0.11912159486430313
6369,carrier concentration mobility,3,156,22,28169,35,28325,0.02627241086446069
6370,seen sem photographs,0,0,2,28325,2,28325,0.0
6371,confirms presence expected,0,0,1,28325,1,28325,0.0
6372,significantly varied doping,0,0,1,28325,1,28325,0.0
6373,varied doping,0,4,2,28321,2,28325,0.0
6374,depicted,0,12,15,28313,18,28325,0.0
6375,intensity emission,0,31,14,28294,17,28325,0.0
6376,mobility achieved,0,3,2,28322,3,28325,0.0
6377,antimony sb,1,13,5,28312,7,28325,0.05466819285083849
6378,spectra depicted intensity,0,0,1,28325,1,28325,0.0
6379,product,27,652,187,27673,263,28325,0.05575168722963564
6380,expected elements tin,0,0,1,28325,1,28325,0.0
6381,2.55 ev,1,6,6,28319,8,28325,0.09875497150578055
6382,cm notable higher,0,0,1,28325,1,28325,0.0
6383,sulfur,25,445,144,27880,185,28325,0.06913308997158314
6384,antimony doping,0,12,3,28313,4,28325,0.0
6385,314,0,14,3,28311,3,28325,0.0
6386,gap value sns2,0,0,1,28325,1,28325,0.0
6387,elements tin,0,0,1,28325,1,28325,0.0
6388,mobility achieved at.,0,0,1,28325,1,28325,0.0
6389,doping concentrations,6,127,47,28198,62,28325,0.05698022676352774
6390,appropriate,36,1424,340,26901,443,28325,0.030948176827390147
6391,peak,218,2432,789,25893,1188,28325,0.12277545575972641
6392,spectra exposed sns2,0,0,1,28325,1,28325,0.0
6393,001 preferential,0,3,2,28322,2,28325,0.0
6394,final product appropriate,0,0,1,28325,1,28325,0.0
6395,electrical study,0,11,4,28314,4,28325,0.0
6396,study shows minimum,0,0,1,28325,1,28325,0.0
6397,values carrier,0,3,2,28322,2,28325,0.0
6398,nebulized,1,2,4,28323,5,28325,0.14286218635733197
6399,changes surface,0,8,13,28317,17,28325,0.0
6400,tin sulfur antimony,0,0,1,28325,1,28325,0.0
6401,sns2 films effectively,0,0,1,28325,1,28325,0.0
6402,value 11,0,6,3,28319,3,28325,0.0
6403,final product,0,21,10,28304,12,28325,0.0
6404,confirms presence,0,13,10,28312,11,28325,0.0
6405,edax,8,50,29,28275,43,28325,0.20249363020200167
6406,electrical study shows,0,0,1,28325,1,28325,0.0
6407,elements tin sulfur,0,0,1,28325,1,28325,0.0
6408,showed films polycrystalline,0,15,7,28310,7,28325,0.0
6409,synthesized glass,1,11,7,28314,10,28325,0.0714083974278149
6410,tin sulfur,0,5,2,28320,2,28325,0.0
6411,optical study exhibits,0,0,1,28325,1,28325,0.0
6412,intensity,364,3136,928,25189,1507,28325,0.16694229069768604
6413,films broad,0,26,8,28299,9,28325,0.0
6414,reaching minimum band,0,0,1,28325,1,28325,0.0
6415,photographs doping causes,0,0,1,28325,1,28325,0.0
6416,omega cm notable,0,0,1,28325,1,28325,0.0
6417,314 cm -1,0,0,1,28325,1,28325,0.0
6418,sem photographs doping,0,0,1,28325,1,28325,0.0
6419,concentration mobility achieved,0,0,1,28325,1,28325,0.0
6420,emission peaks significantly,0,0,1,28325,1,28325,0.0
6421,omega,254,1319,282,27006,652,28325,0.41912501648881
6422,preferential orientation,24,148,64,28177,97,28325,0.2289297827946128
6423,substrates different antimony,0,0,1,28325,1,28325,0.0
6424,decreases gradually,0,20,8,28305,8,28325,0.0
6425,band gap value,5,63,32,28262,44,28325,0.09503635523052999
6426,different antimony,0,19,2,28306,2,28325,0.0
6427,films polycrystalline having,0,0,2,28325,2,28325,0.0
6428,sb doping concentration,0,13,2,28312,4,28325,0.0
6429,films effectively synthesized,0,0,1,28325,1,28325,0.0
6430,2.55,1,16,10,28309,14,28325,0.056654148100239055
6431,at.,25,190,66,28135,106,28325,0.19768002210474822
6432,sns2 films,0,1,2,28324,3,28325,0.0
6433,varied,46,875,303,27450,432,28325,0.07168784538586892
6434,value 11 omega,0,0,1,28325,1,28325,0.0
6435,value 2.55,0,0,1,28325,1,28325,0.0
6436,antimony doping concentrations,0,2,2,28323,2,28325,0.0
6437,analysis showed,11,166,72,28159,98,28325,0.08455988203979242
6438,using nebulized,0,0,1,28325,1,28325,0.0
6439,value sns2,0,0,1,28325,1,28325,0.0
6440,decreases gradually increase,0,0,1,28325,1,28325,0.0
6441,photographs doping,0,0,1,28325,1,28325,0.0
6442,sb,36,277,87,28048,143,28325,0.20230957004160885
6443,minimum band,1,11,3,28314,5,28325,0.05950699785651241
6444,photoluminescence spectra depicted,0,0,1,28325,1,28325,0.0
6445,varied doping concentrations,0,0,1,28325,1,28325,0.0
6446,001 preferential orientation,0,0,1,28325,1,28325,0.0
6447,sns2 film decreases,0,0,1,28325,1,28325,0.0
6448,at. sns2,0,0,1,28325,1,28325,0.0
6449,spectra exposed,0,0,1,28325,1,28325,0.0
6450,depicted intensity,0,0,1,28325,1,28325,0.0
6451,changes surface morphology,0,2,3,28323,5,28325,0.0
6452,exhibits band,0,0,2,28325,2,28325,0.0
6453,showed films,2,60,34,28265,42,28325,0.035963518681965276
6454,emission peaks,9,253,99,28072,125,28325,0.042703378102123456
6455,sns2 sb film,0,0,1,28325,1,28325,0.0
6456,causes remarkable changes,0,0,1,28325,1,28325,0.0
6457,broad peak 314,0,0,1,28325,1,28325,0.0
6458,expected elements,0,0,2,28325,2,28325,0.0
6459,synthesized glass substrates,1,11,6,28314,9,28325,0.0714083974278149
6460,polycrystalline having hexagonal,0,0,2,28325,2,28325,0.0
6461,hexagonal structure 001,0,0,1,28325,1,28325,0.0
6462,doping causes remarkable,0,0,1,28325,1,28325,0.0
6463,reaching minimum,0,1,1,28324,2,28325,0.0
6464,xrd analysis,7,150,82,28175,102,28325,0.05461703269127598
6465,films polycrystalline,17,189,61,28136,92,28325,0.12644285313695205
6466,product appropriate proportions,0,0,1,28325,1,28325,0.0
6467,notable higher,0,0,1,28325,1,28325,0.0
6468,achieved at. sns2,0,0,1,28325,1,28325,0.0
6469,minimum resistivity value,0,6,5,28319,5,28325,0.0
6470,xrd,280,1320,604,27005,1039,28325,0.3454200558405546
6471,increasing,377,3663,1125,24662,1704,28325,0.13527594660427247
6472,causes,15,602,163,27723,219,28325,0.03201763221325704
6473,spectra depicted,0,3,1,28322,2,28325,0.0
6474,11 omega,0,0,1,28325,1,28325,0.0
6475,001,43,345,132,27980,218,28325,0.19712254186397696
6476,study exhibits,0,11,2,28314,2,28325,0.0
6477,intensity emission peaks,0,0,2,28325,2,28325,0.0
6478,shows minimum resistivity,0,0,1,28325,1,28325,0.0
6479,sns2 sb,0,0,1,28325,1,28325,0.0
6480,analysis clearly,0,6,4,28319,4,28325,0.0
6481,sns2 film,0,0,3,28325,3,28325,0.0
6482,ev at. starts,0,0,1,28325,1,28325,0.0
6483,preferential,53,365,127,27960,201,28325,0.2198338673778733
6484,starts,1,113,32,28212,37,28325,0.009077909034387108
6485,remarkable changes surface,0,0,1,28325,1,28325,0.0
6486,minimum,51,807,286,27518,400,28325,0.08467234692248969
6487,sb film,0,1,2,28324,2,28325,0.0
6488,values carrier concentration,0,3,2,28322,2,28325,0.0
6489,film decreases,0,3,9,28322,10,28325,0.0
6490,seen sem,0,4,4,28321,5,28325,0.0
6491,gap value,7,72,38,28253,52,28325,0.11808562346170683
6492,peaks significantly,0,0,1,28325,1,28325,0.0
6493,antimony final product,0,0,1,28325,1,28325,0.0
6494,resistivity value 11,0,0,1,28325,1,28325,0.0
6495,appropriate proportions,0,0,1,28325,1,28325,0.0
6496,higher values carrier,0,0,1,28325,1,28325,0.0
6497,exposed sns2,0,0,1,28325,1,28325,0.0
6498,cm notable,0,0,1,28325,1,28325,0.0
6499,glass substrates different,0,8,9,28317,10,28325,0.0
6500,increase sb,0,15,6,28310,8,28325,0.0
6501,having hexagonal,0,11,5,28314,5,28325,0.0
6502,starts increasing,0,0,1,28325,1,28325,0.0
6503,exposed,11,271,145,28054,187,28325,0.05024505513237708
6504,using nebulized spray,0,0,1,28325,1,28325,0.0
6505,significantly varied,0,0,1,28325,1,28325,0.0
6506,films effectively,0,9,6,28316,7,28325,0.0
6507,antimony final,0,0,1,28325,1,28325,0.0
6508,confirms,16,498,174,27827,217,28325,0.03846909877245125
6509,seen,14,669,200,27656,239,28325,0.023951194715339342
6510,ev at.,1,2,3,28323,4,28325,0.13333804060017654
6511,exhibits band gap,0,0,2,28325,2,28325,0.0
6512,broad,161,2625,573,25700,808,28325,0.07798360184875457
6513,edax analysis,0,3,4,28322,4,28325,0.0
6514,11 omega cm,0,0,1,28325,1,28325,0.0
6515,doping concentration,36,294,125,28031,180,28325,0.16870336195137606
6516,analysis showed films,1,1,9,28324,10,28325,0.2083480435422183
6517,raman spectra exposed,0,0,1,28325,1,28325,0.0
6518,structure 001,0,5,1,28320,2,28325,0.0
6519,expected,106,2068,533,26257,741,28325,0.06560002243090321
6520,clearly confirms presence,0,0,1,28325,1,28325,0.0
6521,value 2.55 ev,0,0,1,28325,1,28325,0.0
6522,minimum resistivity,4,80,26,28245,37,28325,0.06132017860528152
6523,study exhibits band,0,0,1,28325,1,28325,0.0
6524,polycrystalline having,0,0,2,28325,2,28325,0.0
6525,nebulized spray pyrolysis,1,2,3,28323,4,28325,0.13333804060017654
6526,presence expected,0,0,2,28325,2,28325,0.0
6527,peak 314,0,0,1,28325,1,28325,0.0
6528,doped sns2 films,0,0,1,28325,1,28325,0.0
6529,shows minimum,0,3,3,28322,3,28325,0.0
6530,higher values,0,35,22,28290,27,28325,0.0
6531,sns2 antimony,0,0,1,28325,1,28325,0.0
6532,having,86,1607,464,26718,648,28325,0.06992194315952747
6533,at. starts increasing,0,0,1,28325,1,28325,0.0
6534,omega cm,145,700,117,27625,337,28325,0.5649901297218619
6535,analysis clearly confirms,0,0,1,28325,1,28325,0.0
6536,resistivity value,0,16,15,28309,16,28325,0.0
6537,effectively synthesized,0,0,1,28325,1,28325,0.0
6538,remarkable changes,0,2,4,28323,4,28325,0.0
